,Feature1,Feature2,Feature3,Feature4,Feature6,Feature7,Feature10,Feature11,Feature12,Feature14,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature32,Feature34,Feature35,Feature36,Feature38,Feature40,Feature42,Feature44,Feature50,Feature51,Feature52,Feature54,Feature59,Feature61,UserID,TARGET
4864,0.002042,-10245,-2889,10.0,1,0,2,3,16,0,0.37345497299999997,0.553164699,0.0696,0.0733,0.2221,0.0417,0.0,0.0567,0.0815,0.0,0.1297,0.042,0.0953,0.9921,0.0,0.069,0.0,0.0367,0.031,0.0623,0.0843,0.0,0.1207,1.0,0.0,-897,1,0.0,3.0,189396,0
4886,0.018801,-21973,-4440,27.0,1,0,2,2,10,0,0.616518389,0.728141299,0.2227,0.1332,0.3333,0.375,0.042,0.1816,0.2315,0.0,0.0,0.2269,0.1382,0.9846,0.0842,0.2069,0.0429,0.1983,0.2412,0.0,0.1332,0.084,0.2069,0.0,0.0,-1372,0,0.0,4.0,195538,0
4889,0.018209,-10884,-3549,13.0,1,1,1,3,19,1,0.28649648899999997,0.50648424,0.2897,0.1865,0.3333,0.375,0.1893,0.2353,0.3259,0.0039,0.0071,0.2952,0.1935,0.9871,0.0674,0.2759,0.1936,0.2571,0.3395,0.0075,0.1865,0.0672,0.2759,0.0,0.0,-272,1,3.0,2.0,162193,0
4899,0.002134,-19577,-2990,16.0,1,0,2,3,7,0,0.280495686,0.33928769999999997,0.133,0.1636,0.1667,0.0417,0.0287,0.1059,0.0853,0.0116,0.0152,0.1355,0.1698,0.9821,0.0669,0.2069,0.0294,0.1157,0.0889,0.0161,0.1636,0.0667,0.2069,0.0,0.0,-277,0,0.0,1.0,161342,0
4906,0.025164,-14943,-5510,4.0,1,1,3,2,8,0,0.686504798,0.641368257,0.33299999999999996,0.2073,0.375,0.4167,0.2941,0.26899999999999996,0.3401,0.0116,0.0059,0.3393,0.2151,0.9871,0.0783,0.2759,0.3009,0.2938,0.3543,0.0062,0.2073,0.078,0.2759,1.0,0.0,-1868,0,0.0,1.0,423287,0
4922,0.015221,-18378,-1912,1.0,1,0,2,2,16,0,0.426548246,0.282248434,0.133,0.1111,0.1667,0.2083,0.0622,0.1042,0.1159,0.0193,0.0191,0.1355,0.1153,0.9806,0.0523,0.2759,0.0637,0.1139,0.1208,0.0202,0.1111,0.0521,0.2759,0.0,0.0,0,1,1.0,5.0,300679,0
4923,0.010032,-11408,-3679,8.0,1,0,2,2,10,0,0.407011502,0.70620511,0.2227,0.0162,0.3333,0.375,0.0,0.1807,0.0983,0.0039,0.0886,0.2269,0.0168,0.9861,0.061,0.069,0.0,0.1974,0.1025,0.0938,0.0162,0.0608,0.069,0.0,0.0,-402,0,1.0,4.0,339886,0
5014,0.018801,-24018,-4050,41.0,0,0,2,2,12,0,0.098932434,0.6658549220000001,0.168,0.0866,0.375,0.0417,0.0273,0.1345,0.1649,0.0116,0.0599,0.1712,0.0899,0.9861,0.0426,0.1379,0.0279,0.1469,0.1718,0.0635,0.0866,0.0425,0.1379,0.0,0.0,-1783,1,0.0,3.0,218689,0
5046,0.004849,-8456,-1017,2.0,1,1,2,2,13,0,0.278329494,0.102118788,1.0,0.0356,0.2358,0.2638,0.0688,1.0,0.0738,0.0283,0.0007,0.0504,0.0111,0.9906,0.0014,0.1034,0.0413,0.0441,0.0352,0.0,0.0255,0.0095,0.1034,5.0,1.0,-1001,1,0.0,0.0,305007,0
5055,0.072508,-14143,-4321,20.0,0,0,1,1,16,0,0.16913395899999997,0.6577838,0.0799,0.0616,0.1771,0.2188,0.0,0.0649,0.0673,0.001,0.0018,0.084,0.0479,0.9737,0.0,0.1379,0.0,0.0735,0.0622,0.0,0.0665,0.0,0.1379,0.0,0.0,-120,0,0.0,3.0,223436,0
5081,0.015221,-7962,-644,2.0,1,1,3,2,10,1,0.710659708,0.468659655,0.3134,0.1104,0.6667,0.5417,0.1383,0.2538,0.3059,0.0077,0.0113,0.3193,0.1146,0.9985,0.1703,0.1379,0.1414,0.2773,0.3187,0.012,0.1104,0.1698,0.1379,0.0,0.0,-1115,0,1.0,1.0,135697,1
5096,0.04622,-14219,-4133,14.0,1,0,2,1,13,1,0.743324247,0.263646813,0.0804,0.0793,0.1667,0.0417,0.0,0.0647,0.0612,0.0039,0.0084,0.0819,0.0823,0.9737,0.0087,0.1379,0.0,0.0707,0.0637,0.0089,0.0793,0.0087,0.1379,4.0,1.0,-2255,0,0.0,2.0,224350,0
5121,0.025164,-10001,-2644,7.0,1,0,2,2,16,0,0.29698295,0.697146908,0.0608,0.0411,0.1667,0.2083,0.1313,0.0496,0.0684,0.0,0.0,0.062,0.0427,0.9717,0.0525,0.1034,0.1343,0.0542,0.0713,0.0,0.0411,0.0524,0.1034,2.0,0.0,-2418,1,1.0,1.0,140670,0
5132,0.016612000000000002,-13872,-4631,22.0,1,1,2,2,12,0,0.5840482379999999,0.483050188,0.0619,0.0505,0.1667,0.0,0.0603,0.0504,0.0523,0.0,0.0,0.063,0.0524,0.9836,0.0,0.1379,0.0202,0.0551,0.0526,0.0,0.0505,0.0,0.1379,0.0,0.0,-2405,1,0.0,1.0,287086,0
5148,0.04622,-13477,-1789,3.0,1,0,4,1,11,0,0.71393999,0.41184855600000003,0.1918,0.09,0.4583,0.5,0.0565,0.1555,0.2195,0.0039,0.5675,0.1954,0.0934,0.9975,0.0688,0.1034,0.0578,0.1699,0.2287,0.6007,0.09,0.0686,0.1034,0.0,0.0,-262,0,0.0,1.0,360732,0
5179,0.008865999999999999,-20114,-3464,17.0,1,0,1,2,13,0,0.499384125,0.23791608,0.0557,0.0362,0.3333,0.0417,0.0496,0.0454,0.0464,0.0,0.0,0.0567,0.0376,0.9786,0.0093,0.0345,0.0507,0.0496,0.0484,0.0,0.0362,0.0093,0.0345,1.0,0.0,-411,0,0.0,4.0,105662,1
5188,0.072508,-14266,-4509,6.0,1,0,4,1,16,0,0.650173156,0.000527265,0.0866,0.0275,0.4583,0.5,0.0533,0.0698,0.0722,0.0039,0.0051,0.0882,0.0285,0.9786,0.0693,0.0345,0.0545,0.0762,0.0752,0.0054,0.0275,0.0691,0.0345,0.0,0.0,-389,1,0.0,0.0,165774,0
5204,0.072508,-16051,-4253,7.0,1,0,4,1,14,0,0.7361803570000001,0.614414378,0.0619,0.0,0.1667,0.0417,0.0,0.0967,0.0508,0.0,0.0,0.063,0.0,0.9732,0.0312,0.1034,0.0,0.1056,0.0529,0.0,0.0,0.0311,0.1034,0.0,0.0,-318,0,1.0,1.0,448032,0
5207,0.0038130000000000004,-11026,-917,9.0,1,0,2,2,12,0,0.282490372,0.631354537,0.0521,0.0643,0.1667,0.0417,0.0621,0.042,0.0619,0.0039,0.0235,0.0525,0.0667,0.9796,0.1224,0.069,0.0635,0.0459,0.0644,0.0174,0.0643,0.1221,0.1034,1.0,0.0,-1836,1,0.0,3.0,205495,0
5214,0.072508,-8344,-1016,65.0,1,0,1,1,15,0,0.644622363,0.151934549,0.0485,0.0475,0.2083,0.0417,0.0,0.0395,0.049,0.0,0.0566,0.0494,0.0493,0.9722,0.0,0.1034,0.0,0.0432,0.051,0.0599,0.0475,0.0,0.1034,0.0,0.0,-956,0,0.0,5.0,185065,0
5223,0.02461,-9115,-1795,14.0,1,0,1,2,17,0,0.556948357,0.5118918020000001,0.0711,0.111,0.1667,0.2083,0.0996,0.0546,0.0629,0.0154,0.0357,0.0725,0.1152,0.9786,0.0431,0.1379,0.1019,0.0597,0.0655,0.0378,0.111,0.043,0.1379,5.0,1.0,-736,1,4.0,1.0,253879,0
5235,0.0228,-19033,-2572,1.0,1,0,2,2,11,0,0.63750765,0.289611238,0.0423,0.0376,0.4583,0.5,0.0406,0.0336,0.0922,0.0039,0.0285,0.0431,0.0391,0.993,0.0089,0.0345,0.0416,0.0367,0.096,0.0302,0.0376,0.0089,0.0345,0.0,0.0,-630,0,0.0,0.0,431391,0
5242,0.026392000000000002,-21127,-1398,2.0,1,0,2,2,12,0,0.379759344,0.143758053,0.2268,0.1418,0.375,0.0417,0.1452,0.174,0.2573,0.0502,0.1067,0.2311,0.1471,0.996,0.4164,0.2069,0.1485,0.1901,0.2681,0.113,0.1418,0.4153,0.2069,1.0,0.0,0,1,0.0,0.0,393321,0
5250,0.04622,-11023,-830,1.0,1,0,2,1,13,0,0.49159459,0.579727423,0.0825,0.1124,0.1667,0.2083,0.0656,0.0672,0.0828,0.0,0.0,0.084,0.1166,0.9831,0.0841,0.2069,0.0671,0.0735,0.0863,0.0,0.1124,0.0839,0.2069,0.0,0.0,-1032,0,0.0,0.0,411986,0
5275,0.028663,-21892,-4131,9.0,1,0,2,2,15,0,0.25482639,0.634705531,0.0619,0.051,0.1667,0.2083,0.0663,0.0504,0.0522,0.0,0.0,0.063,0.0529,0.9772,0.0083,0.1379,0.0678,0.0551,0.0544,0.0,0.051,0.0083,0.1379,1.0,1.0,0,1,0.0,4.0,116220,0
5291,0.016612000000000002,-11972,-2808,29.0,1,0,2,2,17,0,0.608578061,0.8337869990000001,0.0825,0.0619,0.1667,0.2083,0.0611,0.0672,0.0628,0.0,0.0,0.084,0.0643,0.9742,0.0268,0.1379,0.0625,0.0735,0.0655,0.0,0.0619,0.0267,0.1379,0.0,0.0,-2324,1,0.0,2.0,259117,0
5292,0.072508,-15717,-2983,3.0,1,0,2,1,15,0,0.7207017859999999,0.037900574,0.0742,0.0602,0.1667,0.2083,0.1089,0.0605,0.1019,0.0,0.1358,0.0756,0.0625,0.9702,0.0012,0.1379,0.1113,0.0661,0.1061,0.1438,0.0602,0.0012,0.1379,0.0,0.0,-616,0,0.0,4.0,216347,0
5300,0.020713,-13626,-4596,12.0,1,1,3,3,11,0,0.666301465,0.42942368399999997,0.0619,0.0472,0.1667,0.2083,0.0345,0.0504,0.0508,0.0,0.0,0.063,0.049,0.9742,0.0063,0.1034,0.0352,0.0551,0.0529,0.0,0.0472,0.0063,0.1034,0.0,0.0,-1819,1,0.0,0.0,127807,0
5313,0.020713,-21497,-3935,18.0,0,0,2,3,7,0,0.784627648,0.6817058779999999,0.0247,0.0,0.0417,0.0833,0.0367,0.0202,0.0168,0.0,0.0,0.0252,0.0,0.9742,0.0021,0.069,0.0376,0.022000000000000002,0.0175,0.0,0.0,0.0021,0.069,0.0,0.0,-2528,0,0.0,1.0,426784,0
5317,0.010643000000000001,-13163,-4906,8.0,1,0,4,2,15,0,0.647592397,0.569148771,0.0376,0.032,0.1667,0.2083,0.0188,0.0303,0.0285,0.0019,0.0113,0.0347,0.0332,0.9737,0.0,0.069,0.0138,0.0294,0.0266,0.0,0.032,0.0,0.069,4.0,0.0,-2805,0,0.0,3.0,363211,0
5322,0.014519999999999998,-11427,-4105,10.0,1,1,3,2,8,0,0.42713138,0.728141299,0.1541,0.0871,0.3542,0.3958,0.0775,0.1244,0.1554,0.0174,0.0332,0.10400000000000001,0.0641,0.9891,0.0,0.1034,0.0498,0.0882,0.1046,0.0215,0.0871,0.0191,0.1379,2.0,1.0,-1242,0,0.0,1.0,428185,0
5340,0.025164,-12801,-4655,9.0,1,0,2,2,10,1,0.355015477,0.282248434,0.1113,0.065,0.3333,0.375,0.0321,0.0908,0.1151,0.0,0.0,0.1134,0.0675,0.9861,0.0359,0.1034,0.0328,0.0992,0.12,0.0,0.065,0.0358,0.1034,9.0,0.0,-1224,1,1.0,8.0,193498,1
5344,0.010032,-17862,-1299,0.0,0,0,2,2,7,0,0.499241986,0.572682505,0.1485,0.1121,0.3333,0.0417,0.1164,0.121,0.1517,0.0,0.0,0.0756,0.059000000000000004,0.9846,0.0176,0.069,0.0597,0.0661,0.0791,0.0,0.1121,0.0357,0.1379,0.0,0.0,-258,0,0.0,0.0,336735,0
5350,0.020713,-12166,-4723,9.0,1,0,2,3,12,0,0.10256353800000001,0.7136314,0.2969,0.0794,0.3333,0.0417,0.0556,0.2446,0.0758,0.0,0.0,0.3025,0.0824,0.9866,0.0853,0.0345,0.0569,0.2672,0.079,0.0,0.0794,0.0851,0.0345,0.0,0.0,-4,1,0.0,0.0,166754,0
5367,0.04622,-15676,-2067,3.0,1,0,3,1,15,0,0.69971332,0.6785676890000001,0.1381,0.0292,0.4304,0.4721,0.0463,0.1121,0.1413,0.0025,0.0161,0.084,0.0,0.9876,0.0155,0.0345,0.0244,0.0735,0.0857,0.0,0.0342,0.0315,0.069,1.0,0.0,-642,1,1.0,3.0,263060,0
5368,0.019688999999999998,-19240,-2783,13.0,1,0,2,2,12,0,0.518979289,0.72094415,0.0845,0.0195,0.375,0.0,0.0686,0.0689,0.0873,0.0,0.0,0.0861,0.0203,0.9965,0.0248,0.069,0.0701,0.0753,0.0909,0.0,0.0195,0.0248,0.069,1.0,0.0,-2431,1,0.0,5.0,377425,0
5388,0.04622,-16872,-342,65.0,1,0,1,1,11,0,0.619991787,0.24054141699999998,0.0825,0.0796,0.1667,0.2083,0.0315,0.0672,0.0703,0.0,0.0,0.084,0.0826,0.9752,0.0081,0.1379,0.0322,0.0735,0.0732,0.0,0.0796,0.008,0.1379,1.0,0.0,-1697,1,0.0,2.0,399707,0
5397,0.028663,-13478,-4728,8.0,1,0,2,2,17,0,0.404549124,0.735220999,0.1031,0.0284,0.1667,0.2083,0.075,0.0807,0.0858,0.0154,0.0116,0.105,0.0294,0.9767,0.0117,0.2069,0.0767,0.0882,0.0894,0.0123,0.0284,0.0117,0.2069,4.0,0.0,0,1,0.0,1.0,108531,0
5427,0.025164,-8282,-972,7.0,1,0,1,2,10,1,0.508753489,0.72239289,0.1031,0.0991,0.1667,0.2083,0.0423,0.0841,0.0607,0.0,0.0284,0.105,0.1029,0.9821,0.0743,0.2069,0.0432,0.0918,0.0632,0.0301,0.0991,0.0741,0.2069,1.0,0.0,-1052,0,0.0,0.0,314392,0
5433,0.031329,-10617,-2900,12.0,1,0,2,2,9,0,0.657084275,0.29708661199999997,0.1522,0.059000000000000004,0.5417,0.5417,0.1202,0.1038,0.1777,0.0232,0.0332,0.0998,0.0472,0.9866,0.0029,0.069,0.0965,0.0817,0.1665,0.0,0.059000000000000004,0.0029,0.069,0.0,0.0,-2404,0,0.0,5.0,136780,0
5442,0.010147,-17223,-757,1.0,1,0,2,2,10,0,0.169903599,0.732403323,0.1876,0.2746,0.3333,0.375,0.1156,0.153,0.1151,0.0039,0.0045,0.1912,0.285,0.9881,0.0403,0.1724,0.1182,0.1671,0.1199,0.0047,0.2746,0.0402,0.1724,2.0,1.0,-747,1,0.0,0.0,284700,0
5456,0.011656999999999999,-10437,-3004,30.0,1,1,2,1,11,0,0.709493735,0.095070396,0.0619,0.0915,0.1667,0.2083,0.0159,0.0504,0.0705,0.0,0.0,0.063,0.0949,0.9891,0.0723,0.1034,0.0162,0.0551,0.0734,0.0,0.0915,0.0721,0.1034,0.0,0.0,-2951,1,0.0,4.0,333767,0
5467,0.009334,-19410,-1822,9.0,1,1,3,2,15,1,0.609780699,0.223831317,0.0103,0.2148,0.125,0.0417,0.0468,0.0084,0.0236,0.0,0.0844,0.0105,0.2229,0.9752,0.0,0.1034,0.0479,0.0092,0.0246,0.0893,0.2148,0.0,0.1034,0.0,0.0,-792,1,0.0,0.0,100411,0
5476,0.010032,-22906,-5064,13.0,0,0,2,2,8,0,0.479698068,0.544234741,0.1237,0.0647,0.375,0.4167,0.0438,0.1009,0.1331,0.0,0.0,0.1261,0.0671,0.9891,0.067,0.1034,0.0448,0.1102,0.1387,0.0,0.0647,0.0668,0.1034,1.0,0.0,-1016,0,0.0,0.0,402337,0
5478,0.022625,-16790,-307,7.0,1,0,2,2,13,0,0.6337446379999999,0.29708661199999997,0.2639,0.0774,0.625,0.6667,0.1991,0.2152,0.2356,0.0,0.0,0.2689,0.0803,0.9801,0.1229,0.069,0.2036,0.2351,0.2455,0.0,0.0774,0.1226,0.069,0.0,0.0,-1539,1,0.0,1.0,142030,0
5486,0.007273999999999999,-23608,-3972,10.0,0,0,2,2,15,0,0.30981589600000004,0.538862707,0.0093,0.0508,0.0417,0.0833,0.0147,0.0076,0.0144,0.0,0.0,0.0095,0.0527,0.9886,0.0019,0.0345,0.015,0.0083,0.015,0.0,0.0508,0.0019,0.0345,0.0,0.0,-8,1,0.0,1.0,280690,0
5491,0.030755,-19792,-3327,9.0,1,0,2,2,10,0,0.533904663,0.111042402,0.1031,0.1091,0.1667,0.2083,0.0198,0.0841,0.0597,0.0,0.0,0.105,0.1132,0.9782,0.1293,0.2069,0.0203,0.0918,0.0622,0.0,0.1091,0.129,0.2069,6.0,0.0,-1382,1,0.0,9.0,345887,1
5497,0.018209,-12594,-4736,14.0,1,0,3,3,14,0,0.418060666,0.508286991,0.0825,0.0694,0.1667,0.2083,0.068,0.0672,0.0704,0.0,0.0,0.084,0.07200000000000001,0.9757,0.0081,0.2069,0.0695,0.0735,0.0734,0.0,0.0694,0.0081,0.2069,0.0,0.0,-2536,0,0.0,1.0,398071,0
5509,0.031329,-15522,-5063,10.0,1,0,4,2,10,1,0.6309077829999999,0.524496446,0.0608,0.1053,0.0833,0.125,0.0732,0.0479,0.035,0.0077,0.0098,0.062,0.1093,0.9876,0.0095,0.2414,0.0749,0.0523,0.0365,0.0104,0.1053,0.0095,0.2414,1.0,0.0,-1927,1,1.0,1.0,387500,0
5560,0.028663,-13958,-4705,9.0,1,0,2,2,8,0,0.67985969,0.646329898,0.0825,0.0512,0.1667,0.0417,0.0228,0.0672,0.0739,0.0,0.0,0.084,0.0531,0.9871,0.0085,0.2069,0.0234,0.0735,0.077,0.0,0.0512,0.0085,0.2069,0.0,0.0,-984,1,0.0,0.0,154762,0
5615,0.010643000000000001,-17069,-509,7.0,1,0,4,2,12,0,0.47600971299999995,0.42236965200000004,0.0598,0.0783,0.125,0.1667,0.0221,0.0462,0.0434,0.0116,0.0251,0.0609,0.0813,0.9752,0.0056,0.1379,0.0226,0.0505,0.0453,0.0266,0.0783,0.0056,0.1379,0.0,0.0,-297,1,0.0,4.0,215435,0
5651,0.031329,-15844,-4806,7.0,1,0,2,2,11,0,0.6845814590000001,0.819317692,0.0861,0.1294,0.25,0.2917,0.0607,0.0702,0.0955,0.0,0.0,0.0777,0.1317,0.9896,0.0154,0.1724,0.0414,0.068,0.0871,0.0,0.1294,0.0178,0.1724,0.0,0.0,-331,1,0.0,0.0,122688,0
5656,0.035792000000000004,-21188,-4751,17.0,1,0,2,2,11,0,0.79367925,0.712155155,0.0928,0.0567,0.3333,0.375,0.059000000000000004,0.0756,0.0875,0.0,0.0,0.0945,0.0589,0.9856,0.042,0.1034,0.0603,0.0826,0.0912,0.0,0.0567,0.0419,0.1034,0.0,0.0,-1853,1,0.0,2.0,116773,0
5659,0.031329,-13411,-2359,6.0,1,0,3,2,9,1,0.652036004,0.162441998,0.0113,0.0,0.0417,0.0833,0.0428,0.0092,0.0089,0.0,0.0,0.0116,0.0,0.9727,0.0014,0.0345,0.0438,0.0101,0.0093,0.0,0.0,0.0014,0.0345,0.0,0.0,-1684,1,2.0,1.0,286006,0
5674,0.009656999999999999,-8625,-1308,8.0,1,0,3,2,9,1,0.5580218889999999,0.6738300779999999,0.0753,0.0584,0.3333,0.375,0.04,0.0614,0.0767,0.0,0.0037,0.0767,0.0606,0.9831,0.0159,0.069,0.0409,0.067,0.0799,0.0039,0.0584,0.0158,0.069,0.0,0.0,-669,1,0.0,2.0,294919,0
5685,0.028663,-21843,-4665,5.0,0,0,2,2,9,0,0.641339401,0.528092751,0.0727,0.0768,0.2083,0.25,0.0529,0.057999999999999996,0.0725,0.0058,0.0026,0.0252,0.042,0.9732,0.0021,0.069,0.0361,0.0193,0.0184,0.0,0.0768,0.0089,0.0862,0.0,0.0,-3749,0,0.0,1.0,302663,0
5687,0.04622,-13945,-4017,10.0,1,1,4,1,15,1,0.702759893,0.537069958,0.0825,0.0704,0.1667,0.2083,0.1795,0.0672,0.0669,0.0,0.0,0.084,0.073,0.9757,0.0308,0.1379,0.1836,0.0735,0.0697,0.0,0.0704,0.0307,0.1379,2.0,0.0,-829,0,0.0,0.0,432808,0
5693,0.032561,-17237,-716,24.0,1,0,2,1,17,0,0.784409543,0.67224289,0.1113,0.0794,0.3333,0.375,0.129,0.1051,0.1539,0.0039,0.0032,0.0756,0.0545,0.9826,0.0005,0.069,0.1938,0.0652,0.2502,0.0014,0.0533,0.0005,0.069,0.0,0.0,-631,0,0.0,3.0,177991,0
5698,0.072508,-15788,-4768,64.0,1,0,2,1,14,0,0.752081308,0.396219572,0.3691,0.2321,0.3333,0.375,0.0,0.3009,0.2358,0.0,0.0,0.3761,0.2408,0.9806,0.2194,0.3448,0.0,0.3287,0.2457,0.0,0.2321,0.2188,0.3448,0.0,0.0,-366,0,0.0,0.0,118142,0
5710,0.010643000000000001,-17639,-1176,8.0,1,0,2,2,11,0,0.507807976,0.7922644740000001,0.0314,0.0574,0.0833,0.1667,0.0301,0.0395,0.0357,0.0232,0.0142,0.0084,0.0596,0.9568,0.0305,0.069,0.0172,0.0432,0.0071,0.0036,0.0574,0.0304,0.1207,1.0,0.0,-1497,1,2.0,5.0,123062,0
5722,0.072508,-18274,-1781,3.0,1,1,3,1,18,0,0.7273474390000001,0.50107516,0.1254,0.0594,0.5,0.5417,0.0075,0.1002,0.1017,0.0093,0.039,0.1029,0.0402,0.9777,0.0533,0.0345,0.0076,0.09,0.055,0.0,0.0391,0.0531,0.0345,3.0,0.0,-906,0,0.0,2.0,272198,0
5739,0.008625,-18882,-2442,13.0,1,0,2,2,10,0,0.665435448,0.715103102,0.0258,0.0,0.0417,0.0417,0.0177,0.021,0.0017,0.0,0.0,0.0263,0.0,0.9722,0.0005,0.0345,0.0181,0.023,0.0018,0.0,0.0,0.0005,0.0345,5.0,0.0,0,1,0.0,0.0,377561,0
5745,0.028663,-13313,-2246,4.0,1,1,4,2,10,0,0.6547152860000001,0.420610964,0.1485,0.113,0.3333,0.375,0.0804,0.121,0.1544,0.0,0.0,0.1513,0.1172,0.9881,0.0303,0.1379,0.0822,0.1322,0.1609,0.0,0.113,0.0302,0.1379,8.0,0.0,-5,0,0.0,0.0,250931,0
5749,0.010643000000000001,-17051,-602,1.0,1,0,2,2,12,0,0.656975866,0.465069215,0.068,0.0464,0.3333,0.375,0.0347,0.0538,0.0525,0.0077,0.0247,0.0693,0.0482,0.9806,0.0088,0.0345,0.0355,0.0588,0.0547,0.0261,0.0464,0.0087,0.0345,1.0,0.0,-780,1,1.0,2.0,139137,0
5750,0.022625,-13821,-2806,1.0,1,0,1,2,18,0,0.779582005,0.360612566,0.4845,0.4749,0.1667,0.2083,0.5479999999999999,0.395,0.4617,0.0,0.0,0.4937,0.4929,0.9777,0.2302,1.0,0.5605,0.4316,0.48100000000000004,0.0,0.4749,0.2295,1.0,0.0,0.0,-604,1,0.0,3.0,320588,1
5772,0.072508,-13997,-3586,4.0,1,0,1,1,18,0,0.758318967,0.53527625,0.1784,0.0978,0.3125,0.3542,0.092,0.1454,0.1539,0.0,0.0006,0.063,0.0612,0.9742,0.0,0.1034,0.0564,0.0551,0.0515,0.0005,0.0978,0.0,0.1552,0.0,0.0,-953,0,0.0,1.0,230673,0
5782,0.0038179999999999998,-16632,-65,16.0,1,0,4,2,5,0,0.5966391679999999,0.5971924270000001,0.0928,0.1005,0.1667,0.0,0.0328,0.0756,0.0576,0.0,0.0777,0.0945,0.1042,0.9777,0.0312,0.2069,0.0336,0.0826,0.06,0.0822,0.1005,0.0311,0.2069,2.0,0.0,-1390,0,0.0,0.0,311520,0
5814,0.025164,-15266,-3967,30.0,1,0,3,2,12,1,0.162192106,0.36729101799999997,0.1959,0.1135,0.375,0.4167,0.1256,0.1572,0.2041,0.0116,0.035,0.1996,0.1177,0.9965,0.0349,0.1724,0.1285,0.1717,0.2126,0.037000000000000005,0.1135,0.0348,0.1724,6.0,0.0,-144,1,0.0,2.0,177885,1
5840,0.031329,-12158,-2470,0.0,1,0,3,2,9,0,0.692357412,0.294083101,0.0753,0.0363,0.1667,0.2083,0.0352,0.0588,0.0662,0.0116,0.0226,0.0767,0.0377,0.9767,0.0079,0.1379,0.036000000000000004,0.0643,0.069,0.0239,0.0363,0.0079,0.1379,2.0,0.0,-2198,1,0.0,4.0,284132,0
5844,0.020713,-11136,-3026,9.0,1,1,3,3,9,0,0.520933317,0.36729101799999997,0.0742,0.0565,0.3333,0.375,0.0491,0.0605,0.0926,0.0,0.0,0.0756,0.0587,0.9926,0.0202,0.069,0.0502,0.0661,0.0965,0.0,0.0565,0.0201,0.069,0.0,0.0,-1355,0,2.0,1.0,262330,0
5861,0.028663,-9977,-2620,12.0,1,0,2,2,12,0,0.509578713,0.546023197,0.1113,0.0873,0.3333,0.375,0.0674,0.0908,0.1251,0.0,0.0,0.1134,0.0906,0.9901,0.0244,0.1034,0.0689,0.0992,0.1304,0.0,0.0873,0.0244,0.1034,0.0,0.0,-2524,1,0.0,1.0,323646,0
5868,0.025164,-12804,-4017,7.0,1,0,2,2,14,0,0.46645826100000004,0.524496446,0.0907,0.0396,0.1667,0.2083,0.0634,0.0656,0.0614,0.0386,0.0451,0.0924,0.0411,0.9767,0.0219,0.1379,0.0649,0.0716,0.064,0.0477,0.0396,0.0219,0.1379,0.0,0.0,0,1,0.0,0.0,118474,0
5871,0.025164,-14894,-4507,3.0,1,0,4,2,10,0,0.664675549,0.477649155,0.0691,0.1091,0.3333,0.375,0.0225,0.0563,0.0906,0.0039,0.0218,0.0704,0.1132,0.9965,0.0058,0.069,0.023,0.0615,0.0944,0.0231,0.1091,0.0058,0.069,1.0,0.0,0,1,1.0,2.0,283708,0
5889,0.020246,-15019,-3268,2.0,1,1,2,3,16,0,0.07761628,0.680138822,0.0722,0.1296,0.1667,0.0417,0.0766,0.0588,0.0992,0.0,0.0,0.0735,0.1345,0.9702,0.0327,0.1379,0.0783,0.0643,0.1034,0.0,0.1296,0.0326,0.1379,0.0,0.0,-2903,1,0.0,1.0,404240,0
5898,0.022625,-9909,-1779,0.0,1,0,3,2,8,0,0.011596249,0.452533559,0.0923,0.0808,0.1667,0.2083,0.0195,0.07400000000000001,0.06,0.0058,0.0295,0.062,0.0827,0.9831,0.0035,0.069,0.0183,0.0514,0.0566,0.0,0.0808,0.0057,0.1034,2.0,0.0,-651,0,0.0,1.0,173418,0
5935,0.025164,-10213,-2863,3.0,1,0,1,2,8,0,0.16214456800000002,0.6785676890000001,0.1247,0.0563,0.1667,0.2083,0.0,0.0925,0.1388,0.0425,0.0869,0.1271,0.0584,0.9732,0.105,0.2069,0.0,0.10099999999999999,0.1446,0.092,0.0563,0.1047,0.2069,0.0,0.0,0,0,0.0,1.0,304073,0
5938,0.035792000000000004,-14103,-4536,2.0,1,0,4,2,12,0,0.71553614,0.643025564,0.0773,0.0245,0.625,0.6667,0.0898,0.0538,0.0742,0.0425,0.013999999999999999,0.0788,0.0254,0.9975,0.0239,0.0345,0.0919,0.0588,0.0773,0.0148,0.0245,0.0238,0.0345,4.0,0.0,-3003,1,0.0,0.0,154236,0
5960,0.030755,-17912,-1453,4.0,1,1,2,2,8,0,0.73140047,0.783832434,0.1495,0.11599999999999999,0.3333,0.375,0.0476,0.121,0.1629,0.0039,0.0038,0.1523,0.1203,0.9861,0.0348,0.1379,0.0487,0.1322,0.1698,0.004,0.11599999999999999,0.0347,0.1379,0.0,0.0,-1748,1,0.0,2.0,347517,0
6006,0.001276,-12335,-3517,21.0,1,0,5,2,5,0,0.39920347899999997,0.294083101,0.1082,0.1088,0.2083,0.0417,0.1057,0.1004,0.1055,0.0019,0.0,0.0788,0.0793,0.9861,0.0108,0.1724,0.0848,0.0689,0.078,0.0,0.0775,0.019,0.1724,7.0,0.0,-348,0,0.0,2.0,414107,0
